 Procedimentos hospitalares do SUS - por local de internação - Brasil
Valor total por Município e Ano processamento
Período:Jan/2008-Ago/2020
"Município";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"Total"
"315240 Poté";270306,41;303795,69;337364,95;382117,07;339970,08;319584,13;332902,82;324426,50;296590,01;282761,94;270131,93;249684,85;84985,20;3794621,58
"315250 Pouso Alegre";18708512,61;22430466,95;23530092,92;26060357,90;27763282,80;31500796,19;30953533,76;34344315,91;37456045,44;37816312,87;37837440,40;40433480,46;21484409,66;390319047,87
"315260 Pouso Alto";177615,00;179843,89;191396,98;153721,48;157561,04;149477,95;156796,44;163680,12;140909,07;150481,12;133240,39;141852,75;88672,57;1985248,80
"315270 Prados";89375,71;130814,74;130856,39;139935,13;139258,52;135949,53;136323,33;136417,06;135575,16;133938,69;134667,65;154523,27;94398,02;1692033,20
"315280 Prata";527923,57;585234,99;655329,09;564235,27;570782,34;556900,84;734942,54;563359,57;527708,06;595280,79;681884,75;746147,28;499523,20;7809252,29
"315290 Pratápolis";189387,83;84759,01;46413,00;73496,36;61606,47;3542,56;15565,95;52884,26;53497,73;58047,27;33279,01;42034,87;14860,83;729375,15
"315310 Presidente Bernardes";90980,75;111922,17;82605,23;88763,47;61171,85;62336,17;78126,85;80408,93;71458,60;70290,40;54002,09;35272,49;25572,97;912911,97
"315340 Presidente Olegário";21975,04;114646,79;180896,99;156323,52;138010,02;176040,70;161296,36;184109,22;190975,02;144510,81;151234,95;101951,31;57409,06;1779379,79
"315400 Raul Soares";500687,45;566923,00;519358,33;568346,77;649694,91;841966,30;774054,95;639629,16;544564,73;603935,45;745152,85;750773,71;420260,99;8125348,60
"315410 Recreio";248234,86;252918,88;258307,11;276665,06;318866,18;333319,50;434549,32;331624,32;309089,03;338593,90;333552,96;339125,75;204297,55;3979144,42
"315420 Resende Costa";492255,95;484933,17;512108,49;515193,54;510011,75;496990,79;514362,88;539688,81;545699,00;528866,42;536081,53;514845,47;323508,56;6514546,36
"315430 Resplendor";912784,07;1149337,63;1254781,23;1317791,30;1426489,15;1530610,93;1742041,75;1571005,92;1422186,02;1615375,30;1783772,91;1860911,41;929155,97;18516243,59
"315460 Ribeirão das Neves";2135280,61;2124341,40;1960663,08;2039504,56;2030240,31;1853763,60;1533150,09;2232489,98;1979708,63;1590978,54;1237907,48;1671102,85;1195034,12;23584165,25
"315470 Ribeirão Vermelho";64781,19;50467,22;49546,99;34537,35;32320,35;7684,65;17784,15;23123,52;20453,57;25617,80;22111,73;24146,74;16656,15;389231,41
"315490 Rio Casca";758468,77;595990,39;491778,99;449176,07;404390,00;458046,38;463374,06;239252,28;112357,23;201880,72;199877,85;267354,52;146004,91;4787952,17
"315520 Rio Espera";102794,70;107802,35;109495,23;109000,15;102452,97;100868,75;99934,50;75746,88;57158,02;40561,48;41842,80;57025,34;17097,96;1021781,13
"315540 Rio Novo";148189,45;82880,86;140902,50;188889,95;188147,48;155947,39;37656,63;-;-;-;-;-;-;942614,26
"315550 Rio Paranaíba";86952,43;83597,04;105331,55;87812,85;106439,20;121291,38;82875,15;88021,62;91303,18;98485,93;144008,38;126605,24;77550,63;1300274,58
"315560 Rio Pardo de Minas";691175,21;777310,15;804897,64;795631,21;832102,43;734160,82;750408,31;682361,63;676161,52;760119,61;675763,64;643384,97;310805,44;9134282,58
"315570 Rio Piracicaba";297820,38;301822,37;334490,55;273680,54;261096,49;209195,29;176988,02;195620,11;210161,08;183171,25;161594,84;183194,07;67656,66;2856491,65
"315580 Rio Pomba";520509,62;578012,85;597032,40;621752,71;592235,12;647381,29;1563022,97;1381488,41;1058795,45;1028794,00;1008579,61;967623,61;528242,14;11093470,18
"315590 Rio Preto";138822,33;172512,86;239722,87;243676,18;176936,23;154603,53;163672,16;95513,56;106670,07;122599,64;134489,36;122604,97;60936,25;1932760,01
"315600 Rio Vermelho";352300,23;324686,68;326097,36;329683,40;351853,42;380192,27;372203,18;331315,45;322560,03;332233,67;270275,51;213665,94;128439,37;4035506,51
"315640 Romaria";68477,67;85733,33;19937,73;-;-;-;-;-;-;-;-;-;-;174148,73
"315660 Rubim";278040,75;287524,61;305441,21;317393,50;281716,25;275232,30;304744,92;284550,58;311145,90;301506,01;303587,85;287292,41;169094,91;3707271,20
"315670 Sabará";1482852,46;1299085,95;1510588,35;1506429,95;1364176,51;1682163,25;1663672,08;1710007,36;1815433,46;1749853,63;1873888,64;1708606,72;986841,88;20353600,24
"315680 Sabinópolis";589152,13;586324,48;1096141,45;1112061,85;920104,17;571462,83;568737,78;901200,59;676019,70;655546,21;708703,64;647407,23;304220,98;9337083,04
"315690 Sacramento";453801,96;581527,78;562386,76;599047,92;587896,57;542032,60;586128,34;558461,92;553608,60;554939,22;702865,89;747589,38;493748,41;7524035,35
"315700 Salinas";1502514,55;1279962,78;1491140,70;1825357,52;1809188,98;1900729,32;2103084,24;1969958,76;1919976,66;2015205,96;2102284,53;2130328,01;1181152,97;23230884,98
"315710 Salto da Divisa";73062,85;106382,25;107809,36;99648,47;100040,32;102564,34;104290,13;106247,20;104847,38;102790,87;97320,85;102179,43;68696,12;1275879,57
"315720 Santa Bárbara";552436,41;541412,40;517985,04;497411,22;526269,89;514144,48;618629,83;560027,37;588143,03;672429,03;714443,07;831856,34;397811,94;7533000,05
"315770 Santa Juliana";141889,19;148557,02;195577,88;55697,01;34173,23;167416,48;221166,48;177214,01;184149,55;164708,54;172277,36;161086,22;113719,13;1937632,10
"315780 Santa Luzia";1479517,97;2740835,16;2207226,19;2907234,37;3492419,27;1635001,98;1280298,53;462367,35;1212011,39;1338682,01;1081643,72;933112,68;758377,10;21528727,72
"315790 Santa Margarida";257391,37;379571,42;416369,98;567790,98;670726,08;573254,45;1132956,93;644966,11;398558,84;493458,45;511729,82;389085,32;173415,47;6609275,22
"315800 Santa Maria de Itabira";94249,35;98046,37;61628,81;59845,72;56827,83;52612,62;76262,13;71532,66;90235,52;19808,40;-;-;-;681049,41
"315820 Santa Maria do Suaçuí";737285,54;829667,09;850241,18;855648,01;897604,35;993562,64;1154942,62;1101422,86;1134571,14;1115023,41;1077264,82;1153074,70;603961,81;12504270,17
"315920 Santa Rita de Caldas";113346,53;106601,19;81609,75;100376,99;96490,73;11532,00;-;-;-;-;-;-;-;509957,19
"315930 Santa Rita de Jacutinga";119753,40;122944,15;122939,84;118774,95;117136,25;111923,22;114374,44;114291,25;123373,18;124955,83;117170,31;112016,69;54351,75;1474005,26
"315960 Santa Rita do Sapucaí";1029632,47;1124142,26;890626,45;853928,61;844055,62;902687,12;1294583,07;961843,76;903428,73;903623,46;871102,03;1243240,26;1015053,34;12837947,18
"315980 Santa Vitória";364052,10;403933,95;359309,66;375568,88;375369,93;424015,46;576575,66;547951,37;435423,17;448120,28;453454,14;451280,00;258156,99;5473211,59
"315990 Santo Antônio do Amparo";808372,50;872950,88;1726624,39;1317143,37;1988148,74;2083164,44;2369190,93;2201788,13;1555065,55;1729660,46;2090002,94;2289098,07;1257911,97;22289122,37
"316040 Santo Antônio do Monte";766736,87;662197,28;635701,38;554017,35;529103,86;495933,56;594803,44;584820,45;803898,30;757060,79;710444,24;744076,22;632927,51;8471721,25
"316070 Santos Dumont";1076565,24;1135391,41;1267317,25;1069531,69;1124963,57;1636026,99;2404087,21;1795992,85;1598127,47;1776009,56;2031101,56;1962847,52;1144803,94;20022766,26
"316100 São Domingos do Prata";398772,20;441005,55;495880,22;567619,80;503786,26;481308,61;495511,15;380605,25;382401,19;461937,56;384675,14;292454,09;160252,83;5446209,85
"316110 São Francisco";1515858,08;1381003,10;1430581,67;1500687,17;1609428,60;1517965,04;1435060,47;1557039,14;1267431,52;1658921,44;1568921,81;1464297,91;894858,83;18802054,78
"316130 São Francisco de Sales";3749,09;-;-;-;-;-;-;-;-;-;-;-;-;3749,09
"316200 São Gonçalo do Sapucaí";674453,32;701422,81;702924,46;676284,77;697315,13;745222,89;763434,18;735911,70;691504,21;611214,65;693543,57;678684,42;448080,19;8819996,30
"316210 São Gotardo";449572,29;408419,44;531907,71;558319,48;573962,26;598809,84;1018450,92;801470,57;670104,90;746361,88;913526,95;1088261,15;458572,76;8817740,15
"316220 São João Batista do Glória";124385,12;152073,98;119279,89;131545,35;115893,15;67094,54;78177,56;81321,51;103550,54;97347,55;109211,53;86714,97;41946,97;1308542,66
"316240 São João da Ponte";705064,40;766897,06;870526,63;822504,92;698947,53;675260,51;795639,53;921712,51;833271,46;859423,29;883542,16;947372,09;592277,69;10372439,78
"316250 São João del Rei";5650675,90;7426282,11;8453221,37;8443425,76;8990616,37;9414117,95;9595700,27;8505637,00;9343992,61;9313927,79;9872262,64;11987760,41;8287101,43;115284721,61
"316257 São João do Manteninha";68543,55;6091,31;-;-;-;-;-;-;-;-;-;-;-;74634,86
"316270 São João do Paraíso";487621,35;564444,78;598140,05;659046,28;619250,76;658150,46;678392,26;570181,34;585189,72;674898,10;591880,33;673858,38;294628,44;7655682,25
"316280 São João Evangelista";570986,67;597125,89;647444,80;662881,56;727856,63;729058,20;1231082,12;830921,23;834001,39;845073,86;965431,82;1143359,75;460553,46;10245777,38
"316290 São João Nepomuceno";629443,22;757027,70;821687,56;801013,77;787734,01;738473,56;981107,94;650893,30;724567,26;771330,38;789824,59;722172,21;347888,70;9523164,20
"316370 São Lourenço";3836174,52;4978603,59;5895078,24;6268593,37;6707193,76;6146529,02;5892775,04;6700558,78;7772650,27;8264172,72;8494611,46;8600518,45;5575651,83;85133111,05
"316390 São Pedro da União";19970,02;29227,18;21948,53;22062,68;21114,02;21855,76;23938,83;14675,55;15401,83;24284,83;26458,76;43274,33;22502,54;306714,86
"316400 São Pedro dos Ferros";137259,28;125552,43;161295,35;133013,90;16092,12;-;-;-;-;-;-;-;-;573213,08
"316420 São Romão";105115,37;102077,94;123099,31;85081,21;87783,56;66886,72;75358,69;103104,94;103624,58;127759,64;78518,44;92658,80;74311,03;1225380,23
"316430 São Roque de Minas";17766,85;5368,82;31418,00;50743,82;40645,13;19334,73;21704,59;42816,95;34154,55;30695,27;27530,22;25131,37;15128,73;362439,03
"316470 São Sebastião do Paraíso";6148266,41;7413474,23;7802170,79;8131877,46;7966276,68;11324067,09;13523664,71;17151610,72;16758313,67;15087687,56;18645724,38;18257297,84;10663315,56;158873747,10
"316500 São Tiago";157750,53;153421,12;153418,56;154073,55;163484,53;242870,38;213943,76;215596,92;203837,85;223572,90;217929,97;226383,77;140529,87;2466813,71
"316530 São Vicente de Minas";125279,91;128588,47;121948,51;185611,03;199178,25;204603,17;166918,14;132161,35;131403,97;143468,53;150064,61;175730,05;86655,22;1951611,21
"316570 Senador Firmino";175372,75;158609,55;167948,07;181103,44;172800,73;128365,51;121508,62;5450,43;4238,27;46589,79;73111,01;95101,68;32359,88;1362559,73
"316680 Serra do Salitre";37479,81;61316,38;56942,29;55294,98;69982,75;67589,33;62919,08;17298,38;-;18803,80;56528,12;82969,58;113912,15;701036,65
"316690 Serrania";74919,27;84941,81;68576,28;73113,85;76931,36;84231,97;168512,06;35245,60;66814,19;51364,93;78649,54;73906,98;35325,01;972532,85
"316710 Serro";688474,85;657155,47;782295,61;800141,03;912138,27;989241,49;1218358,00;995536,70;916207,72;1053131,22;1055216,88;1342190,80;794192,01;12204280,05
"316720 Sete Lagoas";9088425,71;10951399,25;11379338,29;11789613,97;16513181,55;18973894,46;20866741,51;19489873,32;17601172,89;20020654,23;20627325,76;20758158,17;13704733,11;211764512,22
"316740 Silvianópolis";247955,20;265330,22;280262,89;279706,95;153897,71;192243,44;112549,52;78328,02;-;-;-;-;-;1610273,95
"316800 Taiobeiras";1140402,20;1385512,58;2456294,43;3170167,20;3646987,67;4009016,15;4249403,31;4253859,56;4447097,90;4659756,17;5427943,65;6929188,01;4743311,71;50518940,54
"316840 Tarumirim";218562,17;374091,67;488174,35;514473,97;796581,94;2456367,26;3808615,60;3712635,51;1081524,84;733091,40;994881,12;889181,00;528699,68;16596880,51
"316850 Teixeiras";142991,32;143438,95;148893,09;146864,54;136997,94;26478,02;9599,60;-;-;-;-;-;-;755263,46
"316860 Teófilo Otoni";10571733,68;12599377,81;10010210,16;15253175,88;16994822,68;18100643,57;19711404,06;18516854,54;18367753,75;22530775,22;26079589,46;27688295,13;19306413,01;235731048,95
"316870 Timóteo";2898543,09;3659212,04;3676490,71;4258468,36;4019916,82;3618879,34;4606557,90;3454242,65;3796981,77;3900810,36;3627342,83;4022166,98;2119220,19;47658833,04
"316890 Tiros";40742,76;45856,03;47013,36;58913,54;59563,07;53359,11;63671,08;61035,18;61199,85;61723,38;62279,84;52979,66;18735,44;687072,30
"316920 Tombos";214869,86;249469,00;252460,52;233724,01;204649,11;148779,57;146761,01;29006,96;-;-;-;-;-;1479720,04
"316930 Três Corações";5329421,32;5802477,40;5688966,33;5621191,12;6247662,92;6517163,92;6562848,06;6714950,60;6916133,80;6077929,15;6030804,73;6314563,07;4848309,27;78672421,69
"316935 Três Marias";635010,99;603220,99;682479,26;688724,51;704218,00;767987,08;1238072,05;832965,75;728182,65;696990,77;819363,08;794878,36;482228,07;9674321,56
"316940 Três Pontas";2633601,69;3405002,44;3570373,18;3614647,12;3641965,48;3668584,81;3880656,48;3745171,32;3673645,21;3590009,02;4751934,11;4508125,99;3116232,97;47799949,82
"316960 Tupaciguara";457702,23;497581,78;492584,61;232733,14;432338,44;456576,14;566235,74;547989,30;142604,24;-;-;-;-;3826345,62
"316970 Turmalina";894030,49;945532,07;1067483,03;1093645,74;1021006,37;991616,18;1088198,35;1025345,27;982630,93;962765,52;996068,64;955979,03;595437,72;12619739,34
"316990 Ubá";15742621,16;17521352,09;17818869,83;17434650,65;17367429,88;17694492,31;17127149,22;16858957,39;16036737,43;13813771,09;13337987,98;13194359,13;9459864,42;203408242,58
"317010 Uberaba";31714570,99;35428233,49;34106370,42;36764526,66;39849587,69;39213083,26;40624503,90;45202456,02;44225125,52;44400499,81;49675529,13;45180394,70;30695230,17;517080111,76
"317020 Uberlândia";43744974,97;51924848,68;54194358,64;62936498,61;68954929,77;85259178,05;89200324,12;77696450,77;71385599,15;84719039,66;88992513,71;94243593,68;60532007,41;933784317,22
"317040 Unaí";1260442,62;1471591,48;1389170,68;1795536,18;1699303,99;1641185,79;1755955,80;1644005,05;1634446,27;1933566,66;1951546,71;2300008,38;1444677,34;21921436,95
"317043 União de Minas";189264,28;212780,75;310083,40;312838,17;272958,98;264614,37;223086,80;188716,10;181653,45;188401,37;178581,32;107309,60;92727,28;2723015,87
"317052 Urucuia";200393,66;222503,91;189062,30;147781,09;193792,39;120301,52;172900,23;144062,73;152247,42;123588,95;165025,74;185323,46;111495,92;2128479,32
"317070 Varginha";13257623,30;17251456,74;20445409,94;20828751,83;24003410,61;25622245,42;26881141,30;25241552,39;27728383,69;27307197,18;28884439,88;28612616,21;18524789,50;304589017,99
"317080 Várzea da Palma";799201,81;877218,84;846673,97;802708,33;786283,25;780384,24;899057,20;902588,77;645394,64;537680,48;386438,14;544947,29;234173,48;9042750,44
"317090 Varzelândia";377408,10;310382,76;321234,94;311993,98;334880,15;358899,52;341706,25;332109,65;339132,06;332019,35;348695,99;207942,35;181347,82;4097752,92
"317100 Vazante";387260,91;374187,82;351820,75;363924,56;364161,86;318643,84;376133,87;207324,78;248886,42;265963,53;316121,13;355650,03;106375,95;4036455,45
"317120 Vespasiano";714556,59;1011060,52;1033405,32;918117,27;655048,26;1399592,34;1725399,06;1243496,02;1143588,34;1028216,79;831496,77;957378,54;537206,36;13198562,18
"317130 Viçosa";4836328,14;6466882,67;7223765,56;7707896,14;7671249,39;7132230,19;7985565,09;7993165,52;8171462,62;8108911,46;8503022,09;8209148,66;5104090,16;95113717,69
"317160 Virgem da Lapa";402858,59;360495,43;335837,30;366387,26;323920,99;395329,97;301189,28;128382,96;152253,56;69472,34;201854,79;130571,17;28909,21;3197462,85
"317170 Virgínia";166731,35;198427,42;188620,20;190393,28;190964,54;198068,58;195102,15;210834,62;173690,91;165323,47;165493,90;173867,90;120231,22;2337749,54
"317180 Virginópolis";371706,62;372308,29;390686,13;383143,48;392906,07;388206,87;535587,28;501474,53;426355,32;417037,09;529169,36;521270,17;248267,32;5478118,53
"317200 Visconde do Rio Branco";2466284,73;3832173,43;3908756,15;3861985,65;3649827,57;3371537,01;3742155,22;3770850,89;3105479,23;3319336,12;3353485,56;4037059,06;1944748,99;44363679,61
"317210 Volta Grande";63456,62;68888,39;53794,20;47505,29;32598,59;37990,23;6571,38;-;-;-;-;-;-;310804,70
"320010 Afonso Cláudio";860487,08;932855,61;869887,65;731198,53;614177,65;733975,93;551517,58;648709,69;655128,89;619100,23;669647,52;648092,29;411382,57;8946161,22
"320020 Alegre";785600,28;756779,08;930681,71;989037,58;986144,17;883488,43;864018,40;722674,72;772015,15;801778,69;769792,28;531134,38;296000,83;10089145,70
"320040 Anchieta";710614,16;877454,05;1080805,67;1189388,09;1251509,70;1266441,23;1222415,82;1063070,41;767251,00;841517,92;457329,63;302919,76;320408,14;11351125,58
"320050 Apiacá";88885,30;80628,93;48488,27;42376,72;37286,03;16138,39;-;-;-;-;-;-;-;313803,64
"320060 Aracruz";1648905,14;2098390,52;2966747,70;3099251,50;3028180,61;3274786,89;4021711,73;2000947,18;3833066,19;3535036,17;3914234,40;4038924,80;3725537,89;41185720,72
"320070 Atilio Vivacqua";102602,40;89614,30;80396,31;62706,31;50894,80;41717,43;35516,92;34373,49;14217,42;57133,69;36685,84;40227,10;15217,71;661303,72
"320080 Baixo Guandu";601534,34;839603,37;741401,71;741210,18;866930,34;873026,51;701857,61;706748,84;719988,59;904278,75;840214,98;853083,78;443200,67;9833079,67
"320090 Barra de São Francisco";545740,12;549832,48;508858,33;438066,63;324656,82;531047,06;334296,37;236800,28;-;381211,17;-;339595,77;-;4190105,03
"320100 Boa Esperança";194270,73;399632,18;394215,04;392841,94;350949,77;364863,12;440450,79;416205,00;385915,95;383835,65;379978,11;388458,23;134956,37;4626572,88
"320120 Cachoeiro de Itapemirim";22186047,06;26770627,92;30893253,63;34822552,27;37037139,02;38722604,19;38078064,40;39676632,00;40347976,38;42607348,12;44363309,65;46601772,97;31298757,83;473406085,44
"320130 Cariacica";4315546,41;6723080,96;9170892,05;7787507,98;9229295,27;9986329,70;11138289,16;8797110,92;11815644,66;10888210,61;9938427,95;11136236,99;6683296,32;117609868,98
"320140 Castelo";767802,36;930206,21;981857,98;961097,27;898049,12;992312,51;997772,64;875641,46;644491,45;767164,50;831591,91;908050,67;570546,60;11126584,68
"320150 Colatina";3445161,24;4795793,49;5553078,46;5887865,48;6859785,59;8231710,78;10613308,67;15028931,69;22464829,98;28520209,89;24372138,46;24157317,55;16528230,62;176458361,90
"320160 Conceição da Barra";450255,08;473408,51;391160,13;300194,47;264468,95;-;-;-;5743,71;69507,69;5729,16;-;-;1960467,70
"320170 Conceição do Castelo";180496,63;187823,72;147928,47;204261,25;124970,79;105219,48;51066,27;42024,08;53693,03;70470,58;53437,11;58400,42;31135,89;1310927,72
"320190 Domingos Martins";639261,47;690118,26;840805,54;1103577,20;905641,35;1123906,48;1658231,51;1875276,38;1896374,11;1806263,68;1244947,26;1040422,49;616905,71;15441731,44
"320210 Ecoporanga";634502,39;739515,53;778240,41;904086,66;891094,01;826557,14;740721,65;714786,26;701181,04;654425,95;560538,32;654234,06;252886,31;9052769,73
